metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],functional_groups1,functional_groups2
3,18,21,5,21.43568378,5.7624010000000006,3,4
12,4,24,1,16.04682256,5.574978,12,13
3,18,28,5,13.62404036,5.515093,3,7
2,4,4,5,14.52920759,5.826024,-1,-1
3,10,27,5,38.34403097,7.525655,8,7
9,18,28,8,45.39709237,7.3589509999999985,-1,-1
9,4,22,8,36.12307085,7.842660999999999,6,12
2,16,24,5,16.71280008,6.1689680000000005,8,-1
3,14,14,5,70.59261535,8.549341,-1,-1
2,4,16,5,16.63486455,5.892601,13,6
3,18,19,5,14.45249062,5.482371,12,6
3,14,25,5,12.63402929,5.369733999999999,-1,-1
1,9,24,5,16.58274993,5.713178,7,5
2,18,24,5,28.03144829,6.893741,13,6
3,9,11,4,10.45741255,5.462123,5,7
2,9,18,5,34.47272745,8.142709,1,10
9,10,29,8,73.42241192999998,7.305103999999998,-1,-1
12,22,22,1,33.63499308,7.225847,16,-1
3,17,17,5,11.83268407,4.586882,-1,-1
4,4,9,0,86.69361497,9.26115,-1,-1
3,17,27,5,11.48792065,5.368953,-1,-1
3,1,3,5,25.16506049,6.819656,1,2
4,5,24,0,45.03977799,6.761450999999999,15,18
3,16,18,5,10.17046084,4.903283,15,6
2,3,13,5,10.34685647,5.29171,3,15
10,48,51,2,44.92299775,7.670282,0,4
2,11,14,5,13.35334557,5.675132,7,18
9,16,26,8,41.70312361,6.430353,0,16
3,14,22,5,21.82634065,8.044834,7,19
1,9,15,5,15.8727345,5.701179,-1,-1
2,8,22,5,12.00824881,6.103881,2,9
2,1,22,5,15.49228326,5.679166,-1,-1
2,4,5,5,19.13393494,6.088398000000001,-1,-1
3,4,20,5,14.52064935,5.10542,6,-1
3,10,18,5,66.79266624,7.127314,-1,-1
3,2,7,5,12.9917578,5.531725,-1,-1
3,11,17,5,10.50881904,4.403933,-1,-1
2,4,10,5,90.72941359,8.053452999999998,4,-1
9,2,22,8,72.27271186999998,10.04545,15,12
2,18,23,5,12.89520548,5.485641,10,0
3,5,7,5,18.964312300000003,6.300104,-1,-1
2,18,23,5,8.66467761,4.990481,8,3
3,10,29,5,49.07261717,7.187831,12,13
12,4,13,1,26.14703399,6.279356,1,2
3,14,29,5,11.74627912,5.098028,-1,-1
2,14,26,5,12.38212942,5.245369,15,-1
3,2,16,5,11.53789302,5.607457,16,9
9,5,18,8,14.82772578,8.617161999999999,18,-1
9,16,17,8,40.33873555,6.692710000000001,13,5
3,2,18,5,10.87951492,5.100839,18,6
3,1,17,5,16.33092361,5.739617,-1,-1
4,1,4,0,64.42263191,6.452689,-1,5
4,4,15,0,62.5792791,8.244467999999998,-1,-1
9,18,24,8,81.50383459999999,8.760234,-1,-1
4,17,17,0,40.15362582,6.018731,-1,-1
9,5,24,8,27.42488175,6.944380000000001,18,10
3,7,16,5,11.31429097,5.202496,15,14
9,3,18,8,31.83665713,6.750181,-1,-1
2,4,11,5,32.94776569,6.478448,17,10
4,1,11,0,48.86421228,6.757542,-1,-1
3,17,24,5,13.17782812,5.138281,12,7
2,4,18,5,35.17027176,6.25597,0,-1
2,14,22,5,21.98808015,6.541102,-1,-1
3,4,16,5,36.40484502,6.90762,0,-1
3,22,22,5,38.14413816,7.178661,-1,-1
9,4,5,8,19.4234773,5.580781,-1,-1
2,13,20,5,18.5464168,5.983031,13,3
12,4,13,1,19.06493565,5.225148,0,18
9,13,21,8,22.9881224,6.288094,19,0
3,3,10,5,12.00450648,4.843883,7,6
3,10,26,5,16.82990002,6.144181,15,13
3,4,16,5,22.15342076,6.147303,-1,-1
3,1,18,5,23.38203963,5.765458,13,10
2,16,16,5,26.45437147,5.953829,-1,-1
9,4,2,8,37.93293346,7.097592,-1,0
3,14,14,5,45.17912779,7.598486999999999,4,8
9,11,18,8,69.55720131,7.851908,1,4
3,13,17,5,12.35444501,4.9549,-1,-1
3,38,38,3,13.04801323,4.904367,-1,15
3,2,5,5,39.67769545,6.008369999999999,2,-1
9,4,11,8,15.87300568,5.471287,-1,-1
2,9,18,5,31.66796511,6.520723,5,17
1,24,24,5,16.70227713,6.095968,14,7
9,6,18,8,17.35845046,5.689849,15,10
9,2,18,8,133.05765490000002,8.743799000000001,-1,-1
2,18,24,5,30.19956071,5.750742,10,2
2,7,10,5,14.18077826,6.717892,14,1
2,14,26,5,20.01597398,5.48117,-1,-1
10,43,54,2,21.5088892,5.6286510000000005,6,17
9,10,28,8,39.73816967,6.890239,5,12
4,7,7,0,21.35634226,5.782266,1,-1
4,11,15,0,35.66643059,6.877653,-1,-1
2,9,18,5,19.65229671,5.595554,5,1
2,1,17,5,15.95925755,5.507869,-1,-1
2,1,18,5,22.84230123,6.8580630000000005,-1,-1
2,1,13,5,21.74312628,5.953868,-1,4
2,14,16,5,24.56963322,6.240585,-1,-1
2,4,24,5,27.99258059,7.385299,5,3
2,22,22,5,22.68228294,5.991147,15,13
2,1,23,5,13.49805134,5.063808,7,16
2,14,23,5,25.31734659,5.77343,-1,13
3,4,22,5,34.33581214,6.6750300000000005,15,0
3,18,24,5,11.77477443,5.349459,-1,-1
9,6,18,8,30.70428821,6.067214,-1,-1
2,10,10,5,64.29638934,7.866691,-1,-1
9,6,18,8,33.27708198,6.277391000000001,18,12
3,14,18,5,50.08706807,7.157073,0,18
9,13,24,8,10.46392552,5.606559,17,13
4,4,4,0,59.10678498,8.583704,-1,-1
3,4,24,5,37.7415638,6.405159,0,5
2,17,26,5,10.22717227,5.319435,14,-1
12,12,22,1,17.65432981,5.696829,15,14
4,14,19,0,27.46888969,5.850702,-1,-1
2,4,5,5,36.72946389,6.342058,7,17
3,22,25,5,10.88930569,5.11402,15,19
2,13,14,5,14.72665331,5.381412,3,17
3,4,22,5,33.08273533,7.129581,7,9
2,14,19,5,33.32411965,6.455495,6,18
9,18,29,8,47.72107143,9.269446,-1,4
9,16,16,8,62.56170654,6.883872,15,2
2,17,22,5,15.52989332,5.481532,13,7
2,13,15,5,17.47397166,5.63389,-1,-1
2,18,27,5,16.69855423,5.7386040000000005,6,1
9,13,2,8,81.49099253,9.066821,8,15
3,10,25,5,13.78583101,5.440657,-1,-1
4,1,22,0,69.30536615,7.763494,17,13
2,11,29,5,15.28979621,5.448308,15,7
3,3,13,5,6.706266172,4.951499,3,15
2,14,20,5,21.52478434,5.833144,7,3
12,4,11,1,26.91296767,6.347084,15,1
9,17,25,8,29.39355756,7.650922999999999,4,7
4,4,22,0,77.34875277,8.210471999999998,-1,0
4,11,14,0,99.69745969,9.811625,2,15
2,9,17,5,34.64757268,6.408318,-1,-1
2,16,20,5,16.99888311,5.620591,10,-1
3,12,15,5,14.12647858,5.322498,-1,-1
9,11,2,8,42.95462375,6.783503,13,0
3,2,9,5,12.13952734,5.136142,13,1
9,2,13,8,50.41250335,7.346977,0,19
2,34,35,6,11.05440687,5.547907,3,15
10,43,56,2,20.36970729,6.676969000000001,1,2
3,38,38,3,33.3263354,6.4853,5,19
2,2,9,5,15.47847997,5.101895,-1,-1
3,11,13,5,29.83107173,6.042294999999999,0,4
3,36,36,6,15.67028342,5.34028,-1,7
2,12,21,5,11.99108476,5.550996,13,9
9,3,17,8,10.37343021,5.057329,15,1
3,22,28,5,17.15970177,5.085586,8,15
3,1,4,5,16.97930087,5.768431,18,13
9,18,19,8,64.32997938,7.275722,-1,-1
9,13,24,8,41.47750736,7.068922,18,8
2,11,14,5,16.41606232,5.384355,8,-1
9,11,2,8,47.38482249,7.492632,13,4
3,12,18,5,27.02049112,6.20531,18,19
2,1,29,5,12.01224871,4.833208,8,16
3,10,29,5,30.55970787,6.607136,-1,-1
3,13,16,5,12.26889327,4.739954,6,5
9,11,16,8,37.45816716,9.88596,3,15
2,4,23,5,23.77991315,6.241965,9,18
4,4,19,0,29.89659128,6.024518,-1,-1
2,16,26,5,15.13872817,4.923702,4,-1
3,2,22,5,15.01305665,5.909529,4,9
3,16,22,5,24.04005533,6.18489,15,6
9,16,26,8,38.58564805,6.343509,-1,0
2,24,28,5,11.37889718,4.994071,7,-1
9,11,2,8,70.01845018,7.415757000000001,17,5
3,16,18,5,16.20447229,5.199217,10,9
2,1,17,5,14.55877007,5.109966,13,-1
2,13,23,5,12.74351235,5.282796,-1,-1
2,41,41,3,32.58414547,7.014797,-1,-1
2,13,16,5,18.44622894,5.59729,15,6
9,17,22,8,64.49999197,7.164931,15,0
3,1,10,5,32.76805702,7.903562,4,7
2,14,29,5,13.28725302,5.102499,-1,-1
2,18,28,5,9.485784337,5.280131,16,3
3,18,22,5,10.22876624,5.1422870000000005,-1,10
2,10,29,5,37.55141211,7.258909,15,13
3,12,14,5,23.30733745,6.248277,5,1
2,4,29,5,17.40665315,6.204267,15,9
4,7,27,0,13.95422861,5.535952,5,12
2,22,26,5,22.87466189,6.323526,3,5
4,17,25,0,26.32574273,5.800035,0,15
9,4,16,8,99.1904738,7.551699,-1,-1
2,14,22,5,28.20019402,7.5827149999999985,4,8
1,9,22,5,16.67438561,5.548764,10,14
3,17,27,5,12.12110092,5.750772,0,3
3,1,17,5,13.15887336,5.148807,-1,-1
3,14,19,5,13.05338386,5.714103,5,1
2,1,14,5,63.36091081,7.929295,8,4
2,14,28,5,36.72251246,6.950653999999999,2,18
2,10,26,5,25.74187366,6.63744,-1,-1
2,11,13,5,43.06778803,5.815734,9,4
4,19,22,0,45.49936088,7.382558,3,17
2,21,24,5,37.7223684,6.090927,3,9
3,14,27,5,12.55717508,5.325853,15,18
9,16,20,8,37.52522727,6.2928370000000005,1,5
3,1,14,5,44.78882057,7.245421,-1,-1
12,1,9,1,17.69613723,5.453101,-1,-1
2,17,21,5,12.63095855,5.422056,9,15
2,4,9,5,33.25176913,7.409217,17,5
3,4,12,5,35.75549331,7.313623,4,9
3,4,17,5,17.49089723,5.4006940000000005,5,3
10,44,48,2,67.71471175,6.247024,-1,2
2,9,21,5,35.88646615,6.984379,7,5
12,1,4,1,17.35307224,5.100643,15,16
9,11,2,8,60.43250048,6.841795,5,12
2,9,19,5,37.23021041,7.698796,10,-1
3,4,19,5,18.08478651,5.816293,7,8
9,6,16,8,28.86345065,5.70239,-1,-1
3,4,17,5,19.17806858,5.690835,-1,18
12,9,24,1,92.0667467,8.337587,2,18
9,12,22,8,31.99679246,6.555062,17,9
12,9,13,1,32.26906303,6.769842,19,4
3,13,22,5,26.0011143,6.545838,12,4
2,1,5,5,16.10313784,5.540589,-1,-1
3,16,22,5,22.51340729,5.5785800000000005,-1,5
2,12,26,5,11.60753241,5.490328,10,1
2,14,28,5,11.12829694,4.760243,7,4
9,16,18,8,57.02813629,7.242274,15,10
10,49,54,2,24.36679553,6.550253,-1,-1
2,7,15,5,10.10314003,5.108949,4,3
12,13,17,1,13.58953601,5.607965,0,6
9,11,16,8,132.75907809999998,8.20214,17,10
9,10,28,8,49.60484246,7.985013999999999,4,8
2,1,8,5,26.34463402,5.645974,4,1
9,12,18,8,23.3157445,7.245655,4,7
3,14,18,5,20.54224542,6.220163,16,-1
12,24,24,1,35.60313115,6.490839,-1,-1
4,1,24,0,43.36284129999999,7.585495,0,2
2,13,16,5,12.51132181,5.312553,5,4
3,14,21,5,12.08884307,5.5707260000000005,4,1
1,15,22,5,44.45576324,6.416713,0,14
3,11,11,5,32.73065117,6.4739,19,5
2,14,14,5,39.94811623,7.156699000000001,-1,-1
2,3,5,5,9.929167603,5.037177,15,7
2,17,24,5,17.96432102,5.767014,9,18
9,6,18,8,38.11614443,6.230581,13,14
1,14,24,5,11.80316432,5.604813,-1,6
4,4,11,0,67.51080792,8.17277,-1,-1
3,17,22,5,11.0527217,5.143118,-1,-1
2,18,24,5,14.90815654,5.790516,12,5
3,16,17,5,23.17842178,6.886497,14,2
4,11,15,0,65.11644457,7.764939,-1,5
3,13,23,5,50.54465667,6.242936,4,3
3,14,18,5,27.9051385,6.342596,17,13
3,1,2,5,10.28022649,5.084385,13,5
12,13,17,1,9.839586381,5.17224,-1,-1
2,16,29,5,8.350634842,4.932438,17,6
12,17,18,1,18.52795293,5.446577,-1,-1
12,4,11,1,24.03003797,5.957546,17,1
12,9,13,1,31.46132818,6.045453,-1,-1
9,16,25,8,36.43809128,6.433146,1,8
4,1,4,0,81.29269461,8.067142999999998,15,2
9,7,23,8,32.34749407,6.293625,2,-1
3,3,4,5,15.87229919,5.068614,9,14
3,13,15,5,22.46583288,5.659522,8,0
2,24,29,5,18.73917319,5.404005000000001,6,7
2,14,22,5,32.78511757,6.745681,-1,-1
4,1,19,0,19.37441696,6.025603,4,3
2,4,16,5,27.8955769,5.897667,0,13
3,10,11,5,65.00564255,7.308122,13,10
2,17,17,5,18.72833474,5.324024,10,4
3,18,24,5,24.9408955,5.822549,3,18
3,24,27,5,33.71950847,6.899797,19,-1
3,11,24,5,28.28115616,7.233022,19,1
9,18,27,8,27.49975106,5.884679,12,15
4,2,17,0,39.01257366,6.406697,14,10
9,1,4,8,28.56303304,6.685735,18,4
3,11,14,5,12.01130306,5.234034,-1,-1
3,10,24,5,27.7052327,6.280085,-1,-1
3,4,22,5,71.13143528,7.734972999999998,0,17
2,15,23,4,19.94345005,5.763482,6,0
9,11,16,8,61.34334469,7.3057,-1,-1
10,50,56,2,60.5078379,8.457597999999999,2,8
12,4,24,1,15.15120087,5.496974,13,18
2,10,24,5,13.25088607,6.761194000000001,-1,-1
2,1,21,5,20.4178105,5.378108,-1,-1
2,1,11,5,23.73941202,6.657775,-1,-1
3,24,28,5,10.04999287,4.967927,2,15
3,1,22,5,17.21572417,5.534904,15,10
3,11,14,5,24.26733118,7.512758,1,9
9,2,19,8,48.47052187,7.519233,-1,-1
2,11,17,5,19.24456293,5.729248,3,7
2,12,25,5,16.45815147,6.060378,6,13
2,4,18,5,27.00368375,6.543682,3,7
3,11,29,5,14.70181824,5.43552,1,7
2,11,23,5,16.06464121,5.552933,2,5
2,14,24,5,29.64223828,7.088544000000001,-1,-1
2,4,29,5,14.16289863,5.633506,4,5
3,13,26,5,15.81375136,5.895968,17,2
2,12,25,5,34.46751089,7.33966,8,19
2,12,16,5,24.61110844,6.05386,1,15
9,2,11,8,16.10878982,5.114219,-1,-1
3,1,12,5,30.54886735,6.0335730000000005,-1,-1
3,2,2,5,17.40043939,6.676535,3,-1
3,1,26,5,8.158936494,4.885154,-1,-1
2,9,11,5,49.05737243,7.230105,18,4
12,4,22,1,21.29891614,6.40847,-1,-1
9,2,11,8,16.99474347,5.405616,13,14
3,14,29,5,12.13723268,4.672278,-1,-1
9,5,24,8,21.15141087,6.750732000000001,13,17
2,16,21,5,12.57039983,5.622184,10,17
3,14,25,5,17.42999631,5.372584,0,5
2,11,14,5,18.25080644,6.297985,5,10
2,12,25,5,10.19018932,5.168922,8,14
4,11,22,0,31.42393473,6.090573,15,8
9,16,26,8,50.57929075,5.788895,18,3
2,1,25,5,14.01512373,5.477515,1,2
2,11,29,5,8.082624947000001,4.658492,-1,-1
3,9,9,4,10.27583068,5.313097,8,9
9,4,24,8,26.63027008,6.624903999999999,10,9
1,9,24,5,26.24510838,6.247939,1,-1
2,11,14,5,28.37091922,6.645600999999999,4,7
2,12,13,5,18.81273801,5.788273,0,6
2,4,4,5,16.02989068,5.812192,-1,-1
3,12,22,5,26.2576849,6.550194,17,3
4,11,15,0,45.46015949,6.859235000000001,-1,-1
2,17,29,5,14.71146487,5.569587,0,3
2,4,23,5,17.11110832,5.749726,4,16
3,17,25,5,15.97593946,5.445509,4,-1
9,5,16,8,97.56335547,8.251600999999999,-1,-1
2,1,29,5,31.98905871,6.468734,10,1
2,4,23,5,13.27024496,6.371011,9,-1
3,2,18,5,7.790691725,4.95776,12,6
2,1,28,5,47.55698094,7.471127,2,5
3,4,5,5,27.77502966,7.418087,17,7
9,18,23,8,38.4547826,6.880063000000001,3,10
9,1,22,8,12.73027829,5.230951,-1,-1
3,4,4,5,18.056845000000003,5.501875,-1,-1
2,14,18,5,30.17840591,7.245862,7,14
2,5,28,4,13.40806812,5.476371,-1,-1
9,27,27,8,12.39841775,5.227811,6,5
2,10,14,5,44.03952321,8.07386,5,6
2,18,19,5,9.235184982,4.852702,-1,-1
2,5,8,5,12.64214566,4.885076000000001,4,-1
10,43,54,2,16.52893128,5.374382,13,-1
3,38,40,3,38.72832187,6.672877000000001,3,6
3,38,38,3,15.95068445,5.155147,-1,-1
3,1,10,5,24.42179982,5.945017,-1,-1
9,5,13,8,33.71889973,8.940948,0,19
3,1,25,5,19.06325264,5.961035,18,4
4,13,21,0,46.50910105,5.925648000000001,-1,2
2,1,26,5,17.00138614,5.393307,3,10
2,4,12,5,14.11715895,5.218729,-1,-1
2,14,23,5,33.26427494,7.074031,8,16
3,18,27,5,11.17216706,4.941472,4,5
10,43,52,2,19.1663143,6.396768,8,16
2,14,17,5,21.40385652,5.7948830000000005,12,0
9,2,20,8,79.58493487,7.575951,16,7
4,6,17,0,27.63830907,5.206477,-1,5
2,4,17,5,13.10649667,5.8864410000000005,8,15
4,1,22,0,88.56262771999998,7.762113999999999,4,-1
12,4,9,1,30.37587227,6.925798,10,0
2,6,13,5,13.53052737,5.72986,9,3
4,22,22,0,46.46961233,7.827063,-1,-1
9,19,23,8,18.60110693,5.853801,1,19
10,54,54,2,18.67588171,5.693723,-1,-1
2,12,25,5,25.41701905,5.483128,16,0
12,1,10,1,18.42732085,5.769108,-1,-1
12,1,10,1,18.47160775,5.474542,-1,-1
3,14,14,5,59.88322806,6.79513,13,5
9,5,16,8,47.35884129,7.6547,16,0
1,9,15,5,21.68972381,5.465159,10,0
4,4,22,0,49.43993676,8.119739,-1,7
3,4,24,5,15.96883391,5.402344,-1,-1
4,11,14,0,55.19486518,7.217233999999999,-1,-1
9,18,28,8,34.02804395,6.44108,-1,-1
2,16,25,5,11.59038594,4.979956,-1,-1
3,36,36,6,14.71175391,5.589078,2,10
2,16,21,5,10.31853888,4.953215,-1,-1
12,1,24,1,40.47966299,7.097629,2,13
2,18,18,5,12.8564248,5.237104,16,15
2,10,25,5,12.19715784,5.057935,-1,16
2,22,28,5,61.57282118,7.752378,0,2
2,18,28,5,17.61229556,5.733701,9,15
3,1,9,4,24.964623,5.58631,3,0
1,4,15,5,25.48068563,6.28426,2,5
3,13,29,5,10.80180716,5.0599680000000005,6,10
9,2,13,8,50.47274743,5.599903,4,8
12,1,9,1,39.66973799,5.913214,1,0
4,2,17,0,24.31533307,6.04866,15,7
9,25,27,8,28.49290073,6.058653,5,3
3,13,24,5,12.01714768,5.611303,-1,-1
2,4,4,5,13.09884645,5.734551000000001,5,17
3,25,26,5,11.54018785,5.064997,2,19
2,12,16,5,22.80049468,5.76835,6,15
2,10,27,5,57.61166678,7.041233,1,4
3,5,12,5,38.20826751,7.278351,16,3
2,1,12,5,15.85156307,6.700166,13,14
4,14,19,0,27.07301868,6.637192999999999,-1,-1
2,4,19,5,25.20932108,6.067255,17,9
3,2,16,5,11.1084653,5.330357,8,3
3,12,18,5,12.38440347,4.899108999999999,-1,-1
3,18,29,5,18.1818094,5.134996,1,3
3,16,24,5,18.12681259,6.161201,7,8
4,1,5,0,46.14754976,7.670509,5,6
2,1,18,5,66.95233377,7.886499,2,9
3,8,18,5,17.04617536,5.176913,14,3
9,5,2,8,17.4806469,9.397871,5,12
2,9,24,5,204.9387726,9.163787,7,2
3,18,19,5,12.69013092,4.808593,-1,-1
9,3,28,8,15.59782511,5.363317,4,1
4,22,22,0,84.13576675999998,8.426178,-1,-1
3,16,24,5,12.02293175,5.228113,-1,-1
2,22,28,5,15.49893879,5.135123,16,4
1,9,22,5,22.46615903,6.067242,0,-1
3,14,18,5,22.72562153,6.109881,8,16
9,3,17,8,11.45489798,5.182549,-1,-1
3,22,25,5,14.13808151,5.278603,1,5
3,8,18,5,13.99903054,5.465985,10,3
3,25,25,5,22.2871972,6.17197,-1,2
3,5,7,5,28.54332322,6.291348,18,13
9,2,20,8,37.59580562,7.274089999999998,13,4
2,4,11,5,13.9535736,5.396208000000001,-1,-1
4,2,17,0,52.58386528,7.928461,0,8
3,12,29,5,20.77024196,6.053674,2,10
12,1,22,1,16.702672,6.03231,2,13
4,1,4,0,34.19673005,6.286417,-1,15
4,4,4,0,90.03201396999998,9.225145,10,5
2,1,22,5,20.31413837,5.976216,-1,-1
4,6,7,0,16.99673714,4.727642,7,9
4,11,19,0,26.36927733,6.583219000000001,4,10
9,17,17,8,15.11190977,5.586094,-1,-1
9,12,2,8,26.57968509,7.434802999999999,1,13
3,13,21,5,24.63857557,6.166111,19,12
3,40,40,3,32.48237212,6.941819000000001,-1,-1
3,12,18,5,24.59410496,7.2933059999999985,10,5
9,1,22,8,23.55835666,5.447124,-1,-1
3,2,17,5,7.968487839,4.292162,-1,9
3,8,9,5,9.822307205,5.542024,19,-1
2,14,27,5,16.39583634,5.818503,3,17
1,15,22,5,16.7916557,5.207839,-1,1
4,7,27,0,29.75392139,6.291774,3,10
2,2,16,5,7.847067485,4.641924,-1,-1
3,18,27,5,10.02072526,5.228688,7,6
2,10,23,5,21.60080183,6.120216,6,18
3,4,14,5,36.3635094,6.973978999999999,8,1
2,8,10,5,7.846767200999999,5.767218,-1,7
9,18,27,8,27.91692957,6.02262,0,12
3,13,27,5,18.54558488,5.577244,14,3
2,4,24,5,33.51403618,6.300389,-1,-1
4,1,15,0,41.74757609,7.440402,-1,18
3,8,10,5,15.21917353,5.961651,8,0
3,1,21,5,24.45750572,6.713914999999999,9,14
9,11,17,8,24.22088728,5.706525,0,2
3,10,15,5,103.8076339,8.375933,-1,-1
4,27,27,0,17.84638519,5.238766,3,15
9,18,20,8,34.28898526,6.579616000000001,10,12
2,18,22,5,14.0254509,5.290163,12,5
4,2,17,0,35.38484396,6.812336,6,16
3,11,17,5,16.6896466,5.841997,8,18
12,10,24,1,77.08281339,8.398702999999998,-1,-1
3,10,29,5,39.60640649,6.787274000000001,-1,12
3,13,17,5,18.68141463,5.505145,12,8
2,4,4,5,62.71241315,7.129157000000001,18,2
9,2,25,8,57.23172633,8.116946,0,13
3,7,15,5,15.15641496,5.692937000000001,6,17
3,4,29,5,26.69556134,6.386452,19,18
4,1,5,0,40.42606037,7.186795,1,5
2,12,14,5,92.44863710000001,8.498507,1,5
3,5,23,5,29.498436,7.839747999999998,-1,-1
3,15,22,4,49.10413276,5.339962,0,6
3,10,24,5,31.33251893,7.209861,-1,-1
2,25,26,5,11.57914705,5.384652,3,5
3,4,26,5,13.09045697,5.11777,-1,7
10,55,55,2,65.89226671,7.374733,4,2
12,1,10,1,21.22353778,5.738742,1,8
10,46,54,2,34.32293237,6.2160150000000005,17,13
2,1,16,5,13.21279825,4.981172,-1,-1
3,12,17,5,11.19708015,5.032236,12,1
3,14,26,5,17.43332129,5.229063,-1,-1
3,1,2,5,17.62732486,5.580254,14,10
2,4,26,5,14.77457678,5.475413,8,3
3,10,13,5,46.5904003,7.214546,-1,-1
2,12,22,5,27.13859845,6.987837,2,17
3,38,40,3,19.43003378,5.6001080000000005,-1,-1
3,18,23,5,11.68002035,5.636912000000001,9,6
3,1,7,5,22.49865218,6.762244,18,14
3,10,15,5,51.76766834,7.886655999999999,-1,-1
2,4,12,5,12.73440912,5.271281,-1,-1
3,4,18,5,30.12626143,6.812862,-1,-1
2,1,8,5,19.53007704,5.576269,8,18
4,1,1,0,44.26438761,8.591194,-1,-1
10,52,57,2,48.96797172,7.270719,6,0
3,22,24,5,16.36972774,5.740941,-1,-1
3,4,22,5,49.71635228,7.136046,2,15
2,13,18,5,10.82327291,4.827902,-1,-1
2,10,26,5,117.486156,7.157868,17,13
3,4,13,5,22.50102349,6.500598,9,8
9,4,22,8,85.46842818999998,8.653536,12,19
2,2,9,5,18.62102552,5.17425,4,5
3,16,24,5,51.11746053,6.883591,1,0
3,3,7,5,6.436352027000001,4.644996,-1,-1
12,22,24,1,57.10976763,6.962238,3,16
2,2,18,5,13.08103916,5.022189,9,2
2,1,16,5,15.73314871,5.286548000000001,15,5
9,2,20,8,67.46047749,7.338166,12,5
3,36,36,6,15.31726621,5.211743,8,19
3,11,13,5,17.49552917,5.6568760000000005,10,6
3,13,28,5,20.40917137,5.490178,5,2
2,18,26,5,11.66968367,5.065701,-1,-1
3,4,19,5,31.7333935,7.227436,12,19
4,1,11,0,70.52835436,7.764267999999999,15,5
2,2,22,5,12.17894722,5.540421,3,16
4,14,22,0,49.11943468,10.230352,0,-1
